연도,유동비율(%),부채비율(%),ROA(%),ROE(%),매출액증가율(%),영업이익률(%),순이익률(%),총자산회전율(회),이자보상배율(배)
2020,140.74507453204134,174.22262515134403,0.9193246766239709,2.5209962619023574,-11.574655677795644,2.3026213845067445,1.850574418538751,0.49677800979756725,2.5049095650482065
2021,137.87328123992253,183.17397658696933,2.4334961491074782,6.89102781551841,-17.482172129055623,5.678865275319596,4.840614486653613,0.5027246346134434,12.178751299210445
2022,129.84085908608373,181.35553667083826,3.1217397132901614,8.78318752379422,-12.37895054553054,6.889734674777053,5.601453782246357,0.5573088406414106,9.31465394582576
2023,138.66112453183084,177.4431869971979,4.3447409310846705,12.054187705973042,-7.171997550001853,9.299500904255893,7.544590544143874,0.575874980313818,15.583497476048212
2024,145.59779497437816,182.51572906110817,3.8934576710476785,10.999630325045992,,8.126176057290452,7.54997486091985,0.5156914748419864,15.847283014542302
